URL,size,outgoingUrls,type
https://www.nytimes.com/2020/02/16/fashion/weddings/brian-noviski-paul-harris.html,214047,103,text/html
https://www.nytimes.com/2020/01/27/sports/basketball/kobe-bryant-rape-case.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,403395,121,text/html
https://www.nytimes.com/2020/02/20/us/usc-free-tuition.html,343118,112,text/html
https://www.nytimes.com/section/health,654886,159,text/html
https://www.nytimes.com/video/on-the-ground,1048576,166,text/html
https://www.nytimes.com/column/the-stone,284553,121,text/html
https://www.nytimes.com/interactive/2020/01/27/multimedia/kobe-bryant-biggest-moments.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,87652,11,text/html
https://www.nytimes.com/2020/02/21/fashion/weddings/wedding-crasher-new-york-reunited.html,586614,122,text/html
https://www.nytimes.com/section/travel,864235,174,text/html
https://www.nytimes.com/2020/02/16/us/coronavirus-american-mood.html,543914,127,text/html
https://www.nytimes.com/2020/02/21/opinion/brokered-convention-democrats-2020.html,445388,123,text/html
https://www.nytimes.com/vi-assets/static-assets/video-25094c58300b5a11ea92.js,295551,0,application/javascript
https://www.nytimes.com/subscription/crosswords,30394,24,text/html
https://www.nytimes.com/section/opinion/politics,534724,131,text/html
https://www.nytimes.com/2018/01/09/fashion/weddings/wedding-submission-faqs.html,284346,111,text/html
https://www.nytimes.com/2020/02/01/sports/basketball/kobe-bryant-lebron-james-lakers.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,428688,120,text/html
https://www.nytimes.com/2020/02/21/us/politics/richard-grenell-dni.html,488020,127,text/html
https://www.nytimes.com/2020/02/21/us/politics/national-security-council-trump-policy.html,489759,119,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-7cccbfb151c7db793e92ea58c30b9e72.png,1184,0,image/png
https://www.nytimes.com/2020/02/07/us/kobe-bryant-helicopter-crash-ntsb.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,333162,119,text/html
https://www.nytimes.com/2020/02/20/opinion/letters/democrats-debate.html,313441,105,text/html
https://www.nytimes.com/2020/02/09/fashion/weddings/katie-maurer-daniel-okin.html,219283,103,text/html
https://www.nytimes.com/section/magazine,503656,142,text/html
https://www.nytimes.com/2020/02/01/fashion/weddings/questions-for-a-wedding-dj.html,404026,111,text/html
https://www.nytimes.com/2020/02/20/opinion/trump-pardons.html,429733,136,text/html
https://www.nytimes.com/by/marc-stein,507522,119,text/html
https://www.nytimes.com/spotlight/wedding-announcements,272568,121,text/html
https://www.nytimes.com/section/arts/dance,522216,142,text/html
https://www.nytimes.com/2020/02/14/fashion/weddings/an-unexpected-path-leads-to-a-fresh-start.html,479332,110,text/html
https://www.nytimes.com/section/opinion/environment,348996,118,text/html
https://www.nytimes.com/2020/02/18/style/tiny-modern-love-stories-we-were-never-going-to-venmo-again.html,367674,112,text/html
https://www.nytimes.com/section/technology,557113,146,text/html
https://www.nytimes.com/2020/02/08/us/kobe-bryant-crash-reconstruction.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,1004458,118,text/html
https://www.nytimes.com/interactive/2019/09/07/multimedia/how-to-get-divorced.html,78290,34,text/html
https://www.nytimes.com/2020/02/21/opinion/elizabeth-warren-2020.html,410068,124,text/html
https://www.nytimes.com/section/science,695005,157,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/elle-osullivan-peter-bradt.html,219552,103,text/html
https://www.nytimes.com/section/sports/basketball,568119,122,text/html
https://www.nytimes.com/section/opinion/gender-and-society,335574,119,text/html
https://www.nytimes.com/2020/02/13/style/the-original-renegade.html,405620,120,text/html
https://www.nytimes.com/section/realestate,1048576,162,text/html
https://www.nytimes.com/2020/01/26/sports/kobe-bryant-obituary.html?action=click&pgtype=Article&state=default&module=styln-kobe&region=TOP_BANNER&context=Menu,434319,120,text/html
https://www.nytimes.com/2020/02/18/opinion/mike-bloomberg-2020.html,461976,137,text/html
https://www.nytimes.com/2020/02/21/world/asia/china-coronavirus-iran.html,607562,124,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-61d373c43aa8365d3940c5f1135f4597.png,2440,0,image/png
https://www.nytimes.com/column/modern-love,397030,141,text/html
https://www.nytimes.com/video/world/middleeast/100000006920114/iran-plane-missile-video.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Finvestigations,1048576,168,text/html
https://www.nytimes.com/video/t-magazine,1048576,166,text/html
https://www.nytimes.com/column/thomas-l-friedman,468630,121,text/html
https://www.nytimes.com/2020/02/21/nyregion/harvey-weinstein-trial-jury.html,341108,108,text/html
https://www.nytimes.com/2020/02/08/us/kobe-bryant-crash-reconstruction.html,1005419,117,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/stephen-miller-wedding-katie-waldman.html,233459,107,text/html
https://www.nytimes.com/2020/02/21/opinion/letters/roger-stone-sentencing.html,272841,106,text/html
https://www.nytimes.com/section/food,799314,158,text/html
https://www.nytimes.com/2020/02/21/opinion/trump-russia-intelligence.html,315214,115,text/html
https://www.nytimes.com/column/david-leonhardt,473753,119,text/html
https://www.nytimes.com/video/2020-Elections,1048576,166,text/html
https://www.nytimes.com/2020/02/11/style/tiny-modern-love-stories-the-stormy-landscape-of-polyamory.html,365077,112,text/html
https://www.nytimes.com/section/reader-center,751532,184,text/html
https://www.nytimes.com/2020/02/19/opinion/trump-barr.html,341841,126,text/html
https://www.nytimes.com/2019/11/27/fashion/weddings/looking-for-wedding-deals-start-on-black-friday-and-cyber-monday.html,418590,128,text/html
https://www.nytimes.com/section/opinion/culture,394969,120,text/html
https://www.nytimes.com/2020/02/22/world/asia/china-coronavirus.html,495073,123,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/jacqueline-penn-alexander-deutsch.html,221061,103,text/html
https://www.nytimes.com/2020/02/21/opinion/trump-india.html,338773,115,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/kanika-shah-vikram-singh.html,220474,103,text/html
https://www.nytimes.com/2020/02/21/learning/optimism.html,310756,106,text/html
https://www.nytimes.com/2020/01/31/fashion/weddings/Bill-Walczak-Meg-Campbell-married-Boston-Dorchester.html,474004,125,text/html
https://www.nytimes.com/2020/01/23/learning/stem-writing-contest-explain-a-concept-in-a-clear-engaging-way.html,457873,133,text/html
https://www.nytimes.com/interactive/2020/02/10/style/oscars-2020-moments.html,90634,11,text/html
https://www.nytimes.com/section/corrections,653417,121,text/html
https://www.nytimes.com/column/bret-stephens,473239,121,text/html
https://www.nytimes.com/2019/01/03/fashion/weddings/2-divorce-lawyers-better-after-their-own-divorce-but-still-together.html,415530,104,text/html
https://www.nytimes.com/section/style,1048576,262,text/html
https://www.nytimes.com/section/opinion/health,463903,143,text/html
https://www.nytimes.com/section/arts/design,508716,143,text/html
https://www.nytimes.com/2019/11/19/fashion/weddings/the-groom-shower-or-brodal-shower-yes-its-a-thing.html,366669,110,text/html
https://www.nytimes.com/section/style/self-care,1048576,251,text/html
https://www.nytimes.com/2020/02/20/learning/what-role-have-coaches-played-in-your-life.html,380598,107,text/html
https://www.nytimes.com/2020/02/21/opinion/trump-authoritarian-jim-crow.html,412601,116,text/html
https://www.nytimes.com/video/us/politics/100000006681200/border-immigration-tent-courthouses.html?playlistId=video%2Finvestigations,1048576,167,text/html
https://www.nytimes.com/column/farhad-manjoo,468780,119,text/html
https://www.nytimes.com/2020/02/08/fashion/weddings/a-connection-before-the-coffee-was-cold.html,350496,107,text/html
https://www.nytimes.com/2020/02/09/fashion/weddings/zoe-birnbaum-james-frankel.html,220571,103,text/html
https://www.nytimes.com/2020/02/18/fashion/weddings/marriage-divorce-lawyers.html,407892,111,text/html
https://www.nytimes.com/section/opinion/business-economics,465457,118,text/html
https://www.nytimes.com/2019/08/21/learning/our-seventh-annual-student-editorial-contest-write-about-an-issue-that-matters-to-you.html,470406,128,text/html
https://www.nytimes.com/section/upshot,781659,139,text/html
https://www.nytimes.com/section/jobs,525801,123,text/html
https://www.nytimes.com/2020/02/11/fashion/weddings/wedding-grief-love.html,360338,110,text/html
https://www.nytimes.com/column/ross-douthat,456219,121,text/html
https://www.nytimes.com/vi-assets/static-assets/favicon-4bf96cb6a1093748bf5b3c429accb9b4.ico,1648,0,image/vnd.microsoft.icon
https://www.nytimes.com/2020/02/09/fashion/weddings/jamie-linker-christopher-tems.html,221000,103,text/html
https://www.nytimes.com/column/maureen-dowd,452214,119,text/html
https://www.nytimes.com/2020/01/13/learning/new-york-times-teaching-project.html,438885,115,text/html
https://www.nytimes.com/2020/02/21/us/politics/bernie-sanders-russia.html,494619,142,text/html
https://www.nytimes.com/interactive/2016/learning/learning-science-math-lesson-plans.html,37208,12,text/html
https://www.nytimes.com/column/field-notes,314263,118,text/html
https://www.nytimes.com/2020/02/13/fashion/weddings/galentines-day-is-everywhere-heres-why.html,367124,122,text/html
https://www.nytimes.com/2020/02/21/magazine/world-war-ii-aircraft-project-recover.html,433577,122,text/html
https://www.nytimes.com/section/opinion/technology,414437,120,text/html
https://www.nytimes.com/2020/02/20/learning/word-quiz-aide-de-camp.html,252978,107,text/html
https://www.nytimes.com/2020/02/21/us/politics/biden-south-africa-arrest-mandela.html,537899,146,text/html
https://www.nytimes.com/2020/02/04/fashion/weddings/wedding-insurance-101.html,422132,112,text/html
https://www.nytimes.com/2020/02/04/style/self-care/britney-spears-pop-up.html,403934,111,text/html
https://www.nytimes.com/2020/02/19/learning/do-you-turn-to-your-parents-for-advice.html,303925,106,text/html
https://www.nytimes.com/2020/02/21/world/europe/harry-meghan-sussexroyal.html,354518,106,text/html
https://www.nytimes.com/column/charles-m-blow,463952,122,text/html
https://www.nytimes.com/interactive/2016/learning/learning-social-studies-lesson-plans.html,37286,12,text/html
https://www.nytimes.com/2020/02/21/style/love-letter-bridging-a-cultural-divide.html,321590,109,text/html
https://www.nytimes.com/2020/02/14/style/modern-love-podcast-tiny-love-stories-read-by-the-people-who-wrote-them.html,344131,141,text/html
https://www.nytimes.com/2020/02/16/fashion/weddings/noah-mamis-jason-ziplow.html,218667,103,text/html
https://www.nytimes.com/2020/02/21/opinion/bloomberg-sanders-2020.html,383457,113,text/html
https://www.nytimes.com/2020/02/20/learning/lesson-of-the-day-the-original-renegade.html,354683,113,text/html
https://www.nytimes.com/section/learning/lesson-plans,543241,147,text/html
https://www.nytimes.com/2018/12/04/fashion/weddings/redux-older-wiser-and-still-very-much-in-love.html,411222,104,text/html
https://www.nytimes.com/2020/02/21/your-money/favorable-state-financial-strategy-divorce.html,324284,106,text/html
https://www.nytimes.com/section/business,853788,165,text/html
https://www.nytimes.com/video/world/asia/100000006877279/india-protests-police.html?playlistId=video%2Finvestigations,1048576,167,text/html
https://www.nytimes.com/interactive/2016/learning/learning-student-opinion.html,37407,12,text/html
https://www.nytimes.com/2020/02/20/learning/united-states-of-love.html,279597,106,text/html
https://www.nytimes.com/section/books,589510,174,text/html
https://www.nytimes.com/subscription,22691,20,text/html
https://www.nytimes.com/section/opinion/letters,272866,117,text/html
https://www.nytimes.com/2020/02/21/learning/lesson-of-the-day-young-somalis-step-in-where-government-fails.html,357046,111,text/html
https://www.nytimes.com/2020/02/15/fashion/weddings/unmarried-happily-ever-after.html,337139,118,text/html
https://www.nytimes.com/2020/02/21/opinion/memories-darkness-light.html,306076,109,text/html
https://www.nytimes.com/es/,1048576,145,text/html
https://www.nytimes.com/subscription/education?campaignId=6JQ7F,82070,46,text/html
https://www.nytimes.com/2020/02/20/learning/what-students-are-saying-about-lessons-on-slavery-meme-culture-and-an-adventurous-kayaker.html,768760,128,text/html
https://www.nytimes.com/2020/01/27/fashion/weddings/Unhitched-couple-is-pulled-apart-by-addiction.html,457541,110,text/html
https://www.nytimes.com/section/arts,499163,142,text/html
https://www.nytimes.com/2020/02/11/parenting/nicu-costs.html,488074,120,text/html
https://www.nytimes.com/section/automobiles,659339,149,text/html
https://www.nytimes.com/2020/02/19/learning/lesson-of-the-day-to-tame-coronavirus-mao-style-social-control-blankets-china.html,734415,124,text/html
https://www.nytimes.com/section/opinion/international-world,430519,124,text/html
https://www.nytimes.com/interactive/2016/learning/learning-quizzes-redirect.html,37341,12,text/html
https://www.nytimes.com/interactive/2016/learning/learning-ell-arts-lesson-plans.html,37136,12,text/html
https://www.nytimes.com/2020/02/11/parenting/adoption-costs.html,418413,120,text/html
https://www.nytimes.com/section/opinion/sunday,458910,120,text/html
https://www.nytimes.com/2020/02/13/style/self-care/coffee-benefits.html,510143,130,text/html
https://www.nytimes.com/video/world/americas/100000006385986/the-us-blamed-maduro-for-burning-aid-to-venezuela-new-video-casts-doubt.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Finvestigations,1048576,168,text/html
https://www.nytimes.com/column/jennifer-senior,456372,120,text/html
https://www.nytimes.com/2020/02/10/learning/live-webinar-teach-argumentative-writing-with-our-student-editorial-contest.html,232972,106,text/html
https://www.nytimes.com/newsletters/signup/LI,107631,96,text/html
https://www.nytimes.com/column/paul-krugman,453669,120,text/html
https://www.nytimes.com/spotlight/price-of-modern-parenting,413051,129,text/html
https://www.nytimes.com/2020/02/21/nyregion/weinstein-verdict.html,316869,110,text/html
https://www.nytimes.com/interactive/2016/learning/learning-picture-redirect.html,37277,12,text/html
https://www.nytimes.com/2020/02/21/learning/how-would-you-design-your-ideal-museum.html,314314,107,text/html
https://www.nytimes.com/video/opinion,1048576,166,text/html
https://www.nytimes.com/2020/01/24/fashion/weddings/no-lack-of-chemistry-onstage-or-off.html,546442,117,text/html
https://www.nytimes.com/column/jamelle-bouie,461244,122,text/html
https://www.nytimes.com/2020/02/18/parenting/gig-economy-part-time-work.html,301693,117,text/html
https://www.nytimes.com/interactive/2016/learning/learning-article-of-the-day-redirect.html,37654,12,text/html
https://www.nytimes.com/2020/02/21/the-weekly/child-abuse-willowbrook-union-ave-bronx-si.html,571644,122,text/html
https://www.nytimes.com/interactive/2016/learning/learning-contests-redirect.html,37113,12,text/html
https://www.nytimes.com/2020/02/11/opinion/judy-shelton-fed-trump.html,337536,118,text/html
https://www.nytimes.com/vi-assets/static-assets/adslot-10a21892368765759498.js,10661,0,application/javascript
https://www.nytimes.com/2020/01/10/fashion/weddings/adding-a-wedding-to-the-highlight-reel.html,611083,113,text/html
https://www.nytimes.com/watching,442588,34,text/html
https://www.nytimes.com/2020/02/19/learning/word-quiz-garbled.html,252757,107,text/html
https://www.nytimes.com/column/red-century,292647,126,text/html
https://www.nytimes.com/2020/02/21/learning/sibling-dynamics.html,278740,106,text/html
https://www.nytimes.com/2020/02/19/style/modern-love-podcast-nick-kroll.html,349552,144,text/html
https://www.nytimes.com/interactive/2016/learning/learning-english-language-arts.html,37253,12,text/html
https://www.nytimes.com/interactive/2020/us/elections/democratic-polls.html,243277,144,text/html
https://www.nytimes.com/column/vietnam-67,340023,127,text/html
https://www.nytimes.com/2020/02/21/style/modern-love-race-firefighter-chases-woman-down-street.html,409464,113,text/html
https://www.nytimes.com/times-journeys,164560,72,text/html
https://www.nytimes.com/section/lens,456339,125,text/html
https://www.nytimes.com/column/michelle-goldberg,469639,119,text/html
https://www.nytimes.com/interactive/2020/us/elections/bernie-sanders.html,177651,123,text/html
https://www.nytimes.com/2020/02/18/learning/talking-and-listening.html,272892,106,text/html
https://www.nytimes.com/2020/02/02/fashion/weddings/erica-roseman-adam-perlmutter.html,220901,103,text/html
https://www.nytimes.com/video/world/asia/100000006466390/american-airstrike-afghanistan.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Finvestigations,1048576,168,text/html
https://www.nytimes.com/2020/02/21/us/politics/michael-bloomberg-nda.html,550305,147,text/html
https://www.nytimes.com/interactive/2016/learning/learning-current-event-lesson-plans.html,37202,12,text/html
https://www.nytimes.com/2020/02/20/opinion/roger-stone-william-barr-trump.html,289001,108,text/html
https://www.nytimes.com/2020/02/20/fashion/weddings/women-wedding-vendors.html,340886,116,text/html
https://www.nytimes.com/crosswords,380151,49,text/html
https://www.nytimes.com/interactive/2018/opinion/editorialboard.html,173968,127,text/html
https://www.nytimes.com/2020/02/20/us/politics/nevada-debate-democrats.html,551396,145,text/html
https://www.nytimes.com/2020/02/21/opinion/nevada-primary-democrats.html,332538,119,text/html
https://www.nytimes.com/column/sporting,323378,119,text/html
https://www.nytimes.com/column/vows,369739,118,text/html
https://www.nytimes.com/spotlight/learning-activities-for-students,212732,111,text/html
https://www.nytimes.com/spotlight/arts-listings,403939,147,text/html
https://www.nytimes.com/column/fixes,387187,119,text/html
https://www.nytimes.com/2020/02/20/education/learning/teachers-classroom-cultural-differences.html,362523,121,text/html
https://www.nytimes.com/2020/02/22/fashion/weddings/a-premeditated-chance-encounter.html,350670,105,text/html
https://www.nytimes.com/2020/02/21/world/canada/pipeline-blockades-explainer.html,413456,118,text/html
https://www.nytimes.com/2020/02/20/us/politics/bloomberg-nevada-debate.html,614766,148,text/html
https://www.nytimes.com/section/nyregion,769755,151,text/html
https://www.nytimes.com/2020/02/20/education/learning/social-media-college.html,385158,113,text/html
https://www.nytimes.com/column/mini-vows,458872,119,text/html
https://www.nytimes.com/2020/02/12/opinion/trump-roger-stone.html,332764,121,text/html
https://www.nytimes.com/section/opinion/editorials,314871,117,text/html
https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-319373aaf4524d94d38aa599c56b8655.png,3148,0,image/png
https://www.nytimes.com/section/world/middleeast,628548,118,text/html
https://www.nytimes.com/newsletters/signup/LN,108801,96,text/html
https://www.nytimes.com/2020/02/20/us/politics/elizabeth-warren-debate.html,624152,142,text/html
https://www.nytimes.com/2020/02/15/us/reading-phonics.html,454620,123,text/html
https://www.nytimes.com/2020/01/17/fashion/weddings/T-Kira-Madden-Hannah-Beresford-wedding-Vows.html,532374,126,text/html
https://www.nytimes.com/2020/02/21/world/europe/notre-dame-reopen.html,342368,111,text/html
https://www.nytimes.com/video/world/asia/100000006874372/chinese-labor-uighurs.html?action=click&module=video-series-bar&region=header&pgtype=Article&playlistId=video%2Finvestigations,1048576,168,text/html
https://www.nytimes.com/interactive/2020/us/elections/michael-bloomberg.html,175302,114,text/html
https://www.nytimes.com/2020/02/20/education/learning/career-counseling-brooklyn-college.html,349721,107,text/html
